PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
CLRSKY_SFC_SW_DWN,2019,43.75,39.25,2.33,3.44,5.06,6.66,7.76,7.89,7.75,6.82,5.47,3.89,2.62,2.06,5.15
CLRSKY_SFC_SW_DWN,2019,43.75,39.75,2.33,3.44,5.06,6.66,7.76,7.89,7.75,6.82,5.47,3.89,2.62,2.06,5.15
CLRSKY_SFC_SW_DWN,2019,43.75,40.25,2.46,3.61,5.3,6.96,8.01,8.2,8.0,7.06,5.66,4.12,2.8,2.18,5.37
CLRSKY_SFC_SW_DWN,2019,43.75,40.75,2.46,3.61,5.3,6.96,8.01,8.2,8.0,7.06,5.66,4.12,2.8,2.18,5.37
CLRSKY_SFC_SW_DWN,2019,43.75,41.25,2.55,3.73,5.46,7.18,8.2,8.4,8.17,7.21,5.8,4.21,2.86,2.23,5.51
CLRSKY_SFC_SW_DWN,2019,44.25,37.75,2.19,3.26,4.89,6.59,7.62,7.94,7.69,6.77,5.41,3.7,2.44,1.87,5.04
CLRSKY_SFC_SW_DWN,2019,44.25,38.25,2.18,3.29,4.86,6.59,7.68,7.96,7.61,6.82,5.44,3.81,2.51,1.9,5.06
CLRSKY_SFC_SW_DWN,2019,44.25,38.75,2.18,3.29,4.86,6.59,7.68,7.96,7.61,6.82,5.44,3.81,2.51,1.9,5.06
CLRSKY_SFC_SW_DWN,2019,44.25,39.25,2.21,3.32,4.89,6.63,7.74,8.0,7.67,6.82,5.45,3.84,2.55,1.93,5.09
CLRSKY_SFC_SW_DWN,2019,44.25,39.75,2.21,3.32,4.89,6.63,7.74,8.0,7.67,6.82,5.45,3.84,2.55,1.93,5.09
CLRSKY_SFC_SW_DWN,2019,44.25,40.25,2.26,3.34,4.96,6.61,7.75,8.0,7.65,6.84,5.4,3.87,2.58,1.96,5.11
CLRSKY_SFC_SW_DWN,2019,44.25,40.75,2.26,3.34,4.96,6.61,7.75,8.0,7.65,6.84,5.4,3.87,2.58,1.96,5.11
CLRSKY_SFC_SW_DWN,2019,44.25,41.25,2.27,3.33,4.94,6.58,7.71,7.98,7.62,6.83,5.4,3.87,2.58,1.95,5.1
CLRSKY_SFC_SW_DWN,2019,44.75,37.75,2.19,3.26,4.89,6.59,7.62,7.94,7.69,6.77,5.41,3.7,2.44,1.87,5.04
CLRSKY_SFC_SW_DWN,2019,44.75,38.25,2.18,3.29,4.86,6.59,7.68,7.96,7.61,6.82,5.44,3.81,2.51,1.9,5.06
CLRSKY_SFC_SW_DWN,2019,44.75,38.75,2.18,3.29,4.86,6.59,7.68,7.96,7.61,6.82,5.44,3.81,2.51,1.9,5.06
CLRSKY_SFC_SW_DWN,2019,44.75,39.25,2.21,3.32,4.89,6.63,7.74,8.0,7.67,6.82,5.45,3.84,2.55,1.93,5.09
CLRSKY_SFC_SW_DWN,2019,44.75,39.75,2.21,3.32,4.89,6.63,7.74,8.0,7.67,6.82,5.45,3.84,2.55,1.93,5.09
CLRSKY_SFC_SW_DWN,2019,44.75,40.25,2.26,3.34,4.96,6.61,7.75,8.0,7.65,6.84,5.4,3.87,2.58,1.96,5.11
CLRSKY_SFC_SW_DWN,2019,44.75,40.75,2.26,3.34,4.96,6.61,7.75,8.0,7.65,6.84,5.4,3.87,2.58,1.96,5.11
CLRSKY_SFC_SW_DWN,2019,44.75,41.25,2.27,3.33,4.94,6.58,7.71,7.98,7.62,6.83,5.4,3.87,2.58,1.95,5.1
CLRSKY_SFC_SW_DWN,2019,45.25,37.75,2.08,3.17,4.84,6.49,7.49,7.93,7.61,6.65,5.23,3.55,2.28,1.75,4.93
CLRSKY_SFC_SW_DWN,2019,45.25,38.25,2.05,3.17,4.72,6.49,7.6,7.94,7.56,6.72,5.31,3.67,2.39,1.77,4.96
CLRSKY_SFC_SW_DWN,2019,45.25,38.75,2.05,3.17,4.72,6.49,7.6,7.94,7.56,6.72,5.31,3.67,2.39,1.77,4.96
CLRSKY_SFC_SW_DWN,2019,45.25,39.25,2.05,3.17,4.72,6.49,7.6,7.94,7.56,6.72,5.31,3.67,2.39,1.77,4.96
CLRSKY_SFC_SW_DWN,2019,45.25,39.75,2.05,3.17,4.72,6.49,7.6,7.94,7.56,6.72,5.31,3.67,2.39,1.77,4.96
CLRSKY_SFC_SW_DWN,2019,45.25,40.25,2.1,3.19,4.78,6.46,7.61,7.96,7.55,6.74,5.28,3.71,2.42,1.8,4.98
CLRSKY_SFC_SW_DWN,2019,45.25,40.75,2.1,3.19,4.78,6.46,7.61,7.96,7.55,6.74,5.28,3.71,2.42,1.8,4.98
CLRSKY_SFC_SW_DWN,2019,45.25,41.25,2.1,3.19,4.78,6.46,7.61,7.96,7.55,6.74,5.28,3.71,2.42,1.8,4.98
CLRSKY_SFC_SW_DWN,2019,45.75,37.75,2.08,3.17,4.84,6.49,7.49,7.93,7.61,6.65,5.23,3.55,2.28,1.75,4.93
CLRSKY_SFC_SW_DWN,2019,45.75,38.25,2.05,3.17,4.72,6.49,7.6,7.94,7.56,6.72,5.31,3.67,2.39,1.77,4.96
CLRSKY_SFC_SW_DWN,2019,45.75,38.75,2.05,3.17,4.72,6.49,7.6,7.94,7.56,6.72,5.31,3.67,2.39,1.77,4.96
CLRSKY_SFC_SW_DWN,2019,45.75,39.25,2.05,3.17,4.72,6.49,7.6,7.94,7.56,6.72,5.31,3.67,2.39,1.77,4.96
CLRSKY_SFC_SW_DWN,2019,45.75,39.75,2.05,3.17,4.72,6.49,7.6,7.94,7.56,6.72,5.31,3.67,2.39,1.77,4.96
CLRSKY_SFC_SW_DWN,2019,45.75,40.25,2.1,3.19,4.78,6.46,7.61,7.96,7.55,6.74,5.28,3.71,2.42,1.8,4.98
CLRSKY_SFC_SW_DWN,2019,45.75,40.75,2.1,3.19,4.78,6.46,7.61,7.96,7.55,6.74,5.28,3.71,2.42,1.8,4.98
CLRSKY_SFC_SW_DWN,2019,45.75,41.25,2.1,3.19,4.78,6.46,7.61,7.96,7.55,6.74,5.28,3.71,2.42,1.8,4.98
CLRSKY_SFC_SW_DWN,2019,46.25,37.75,1.93,3.12,4.74,6.39,7.47,7.93,7.38,6.59,5.13,3.5,2.15,1.59,4.83
CLRSKY_SFC_SW_DWN,2019,46.25,38.25,1.92,3.1,4.62,6.36,7.56,7.99,7.4,6.64,5.18,3.54,2.25,1.55,4.85
CLRSKY_SFC_SW_DWN,2019,46.25,38.75,1.92,3.1,4.62,6.36,7.56,7.99,7.4,6.64,5.18,3.54,2.25,1.55,4.85
CLRSKY_SFC_SW_DWN,2019,46.25,39.25,1.92,3.1,4.62,6.36,7.56,7.99,7.4,6.64,5.18,3.54,2.25,1.55,4.85
CLRSKY_SFC_SW_DWN,2019,46.25,39.75,1.92,3.1,4.62,6.36,7.56,7.99,7.4,6.64,5.18,3.54,2.25,1.55,4.85
CLRSKY_SFC_SW_DWN,2019,46.25,40.25,1.95,3.1,4.64,6.34,7.58,8.01,7.36,6.67,5.17,3.57,2.26,1.54,4.86
CLRSKY_SFC_SW_DWN,2019,46.25,40.75,1.95,3.1,4.64,6.34,7.58,8.01,7.36,6.67,5.17,3.57,2.26,1.54,4.86
CLRSKY_SFC_SW_DWN,2019,46.25,41.25,1.95,3.1,4.64,6.34,7.58,8.01,7.36,6.67,5.17,3.57,2.26,1.54,4.86
CLRSKY_SFC_SW_DWN,2019,46.75,37.75,1.93,3.12,4.74,6.39,7.47,7.93,7.38,6.59,5.13,3.5,2.15,1.59,4.83
CLRSKY_SFC_SW_DWN,2019,46.75,38.25,1.92,3.1,4.62,6.36,7.56,7.99,7.4,6.64,5.18,3.54,2.25,1.55,4.85
CLRSKY_SFC_SW_DWN,2019,46.75,38.75,1.92,3.1,4.62,6.36,7.56,7.99,7.4,6.64,5.18,3.54,2.25,1.55,4.85
CLRSKY_SFC_SW_DWN,2019,46.75,39.25,1.92,3.1,4.62,6.36,7.56,7.99,7.4,6.64,5.18,3.54,2.25,1.55,4.85
CLRSKY_SFC_SW_DWN,2019,46.75,39.75,1.92,3.1,4.62,6.36,7.56,7.99,7.4,6.64,5.18,3.54,2.25,1.55,4.85
CLRSKY_SFC_SW_DWN,2019,46.75,40.25,1.95,3.1,4.64,6.34,7.58,8.01,7.36,6.67,5.17,3.57,2.26,1.54,4.86
CLRSKY_SFC_SW_DWN,2019,46.75,40.75,1.95,3.1,4.64,6.34,7.58,8.01,7.36,6.67,5.17,3.57,2.26,1.54,4.86
CLRSKY_SFC_SW_DWN,2019,46.75,41.25,1.95,3.1,4.64,6.34,7.58,8.01,7.36,6.67,5.17,3.57,2.26,1.54,4.86
CLRSKY_SFC_SW_DWN,2020,43.75,37.75,2.31,3.52,4.95,6.73,7.63,8.05,7.69,6.99,5.32,3.8,2.6,2.01,5.14
CLRSKY_SFC_SW_DWN,2020,43.75,38.25,2.31,3.5,4.95,6.76,7.66,8.08,7.63,6.97,5.35,3.84,2.6,2.02,5.14
CLRSKY_SFC_SW_DWN,2020,43.75,38.75,2.31,3.5,4.95,6.76,7.66,8.08,7.63,6.97,5.35,3.84,2.6,2.02,5.14
CLRSKY_SFC_SW_DWN,2020,43.75,39.25,2.32,3.52,4.99,6.79,7.73,8.18,7.75,7.03,5.43,3.88,2.62,2.03,5.19
CLRSKY_SFC_SW_DWN,2020,43.75,39.75,2.32,3.52,4.99,6.79,7.73,8.18,7.75,7.03,5.43,3.88,2.62,2.03,5.19
CLRSKY_SFC_SW_DWN,2020,43.75,40.25,2.48,3.68,5.21,7.07,8.0,8.43,7.96,7.21,5.66,4.1,2.75,2.16,5.39
CLRSKY_SFC_SW_DWN,2020,43.75,40.75,2.48,3.68,5.21,7.07,8.0,8.43,7.96,7.21,5.66,4.1,2.75,2.16,5.39
CLRSKY_SFC_SW_DWN,2020,43.75,41.25,2.56,3.82,5.35,7.29,8.2,8.61,8.13,7.37,5.78,4.19,2.82,2.24,5.53
CLRSKY_SFC_SW_DWN,2020,44.25,37.75,2.2,3.37,4.78,6.71,7.66,8.13,7.71,6.92,5.3,3.67,2.39,1.84,5.06
CLRSKY_SFC_SW_DWN,2020,44.25,38.25,2.21,3.39,4.8,6.7,7.7,8.16,7.69,6.98,5.39,3.72,2.47,1.88,5.09
CLRSKY_SFC_SW_DWN,2020,44.25,38.75,2.21,3.39,4.8,6.7,7.7,8.16,7.69,6.98,5.39,3.72,2.47,1.88,5.09
CLRSKY_SFC_SW_DWN,2020,44.25,39.25,2.24,3.43,4.85,6.75,7.75,8.21,7.72,6.97,5.39,3.75,2.5,1.91,5.12
CLRSKY_SFC_SW_DWN,2020,44.25,39.75,2.24,3.43,4.85,6.75,7.75,8.21,7.72,6.97,5.39,3.75,2.5,1.91,5.12
CLRSKY_SFC_SW_DWN,2020,44.25,40.25,2.24,3.45,4.88,6.77,7.74,8.2,7.72,6.95,5.4,3.77,2.49,1.91,5.13
CLRSKY_SFC_SW_DWN,2020,44.25,40.75,2.24,3.45,4.88,6.77,7.74,8.2,7.72,6.95,5.4,3.77,2.49,1.91,5.13
CLRSKY_SFC_SW_DWN,2020,44.25,41.25,2.24,3.45,4.86,6.75,7.7,8.16,7.7,6.94,5.39,3.76,2.48,1.91,5.12
CLRSKY_SFC_SW_DWN,2020,44.75,37.75,2.2,3.37,4.78,6.71,7.66,8.13,7.71,6.92,5.3,3.67,2.39,1.84,5.06
CLRSKY_SFC_SW_DWN,2020,44.75,38.25,2.21,3.39,4.8,6.7,7.7,8.16,7.69,6.98,5.39,3.72,2.47,1.88,5.09
CLRSKY_SFC_SW_DWN,2020,44.75,38.75,2.21,3.39,4.8,6.7,7.7,8.16,7.69,6.98,5.39,3.72,2.47,1.88,5.09
CLRSKY_SFC_SW_DWN,2020,44.75,39.25,2.24,3.43,4.85,6.75,7.75,8.21,7.72,6.97,5.39,3.75,2.5,1.91,5.12
CLRSKY_SFC_SW_DWN,2020,44.75,39.75,2.24,3.43,4.85,6.75,7.75,8.21,7.72,6.97,5.39,3.75,2.5,1.91,5.12
CLRSKY_SFC_SW_DWN,2020,44.75,40.25,2.24,3.45,4.88,6.77,7.74,8.2,7.72,6.95,5.4,3.77,2.49,1.91,5.13
CLRSKY_SFC_SW_DWN,2020,44.75,40.75,2.24,3.45,4.88,6.77,7.74,8.2,7.72,6.95,5.4,3.77,2.49,1.91,5.13
CLRSKY_SFC_SW_DWN,2020,44.75,41.25,2.24,3.45,4.86,6.75,7.7,8.16,7.7,6.94,5.39,3.76,2.48,1.91,5.12
CLRSKY_SFC_SW_DWN,2020,45.25,37.75,2.07,3.21,4.68,6.6,7.57,8.05,7.62,6.77,5.16,3.53,2.27,1.72,4.94
CLRSKY_SFC_SW_DWN,2020,45.25,38.25,2.08,3.26,4.69,6.61,7.62,8.09,7.62,6.84,5.26,3.57,2.34,1.76,4.98
CLRSKY_SFC_SW_DWN,2020,45.25,38.75,2.08,3.26,4.69,6.61,7.62,8.09,7.62,6.84,5.26,3.57,2.34,1.76,4.98
CLRSKY_SFC_SW_DWN,2020,45.25,39.25,2.08,3.26,4.69,6.61,7.62,8.09,7.62,6.84,5.26,3.57,2.34,1.76,4.98
CLRSKY_SFC_SW_DWN,2020,45.25,39.75,2.08,3.26,4.69,6.61,7.62,8.09,7.62,6.84,5.26,3.57,2.34,1.76,4.98
CLRSKY_SFC_SW_DWN,2020,45.25,40.25,2.08,3.28,4.72,6.63,7.62,8.1,7.65,6.84,5.27,3.59,2.34,1.79,5.0
CLRSKY_SFC_SW_DWN,2020,45.25,40.75,2.08,3.28,4.72,6.63,7.62,8.1,7.65,6.84,5.27,3.59,2.34,1.79,5.0
CLRSKY_SFC_SW_DWN,2020,45.25,41.25,2.08,3.28,4.72,6.63,7.62,8.1,7.65,6.84,5.27,3.59,2.34,1.79,5.0
CLRSKY_SFC_SW_DWN,2020,45.75,37.75,2.07,3.21,4.68,6.6,7.57,8.05,7.62,6.77,5.16,3.53,2.27,1.72,4.94
CLRSKY_SFC_SW_DWN,2020,45.75,38.25,2.08,3.26,4.69,6.61,7.62,8.09,7.62,6.84,5.26,3.57,2.34,1.76,4.98
CLRSKY_SFC_SW_DWN,2020,45.75,38.75,2.08,3.26,4.69,6.61,7.62,8.09,7.62,6.84,5.26,3.57,2.34,1.76,4.98
CLRSKY_SFC_SW_DWN,2020,45.75,39.25,2.08,3.26,4.69,6.61,7.62,8.09,7.62,6.84,5.26,3.57,2.34,1.76,4.98
CLRSKY_SFC_SW_DWN,2020,45.75,39.75,2.08,3.26,4.69,6.61,7.62,8.09,7.62,6.84,5.26,3.57,2.34,1.76,4.98
CLRSKY_SFC_SW_DWN,2020,45.75,40.25,2.08,3.28,4.72,6.63,7.62,8.1,7.65,6.84,5.27,3.59,2.34,1.79,5.0
CLRSKY_SFC_SW_DWN,2020,45.75,40.75,2.08,3.28,4.72,6.63,7.62,8.1,7.65,6.84,5.27,3.59,2.34,1.79,5.0
CLRSKY_SFC_SW_DWN,2020,45.75,41.25,2.08,3.28,4.72,6.63,7.62,8.1,7.65,6.84,5.27,3.59,2.34,1.79,5.0
CLRSKY_SFC_SW_DWN,2020,46.25,37.75,1.96,3.11,4.63,6.53,7.5,7.99,7.55,6.71,5.07,3.4,2.15,1.6,4.85
CLRSKY_SFC_SW_DWN,2020,46.25,38.25,1.94,3.09,4.61,6.53,7.54,7.99,7.54,6.68,5.09,3.37,2.17,1.6,4.85
CLRSKY_SFC_SW_DWN,2020,46.25,38.75,1.94,3.09,4.61,6.53,7.54,7.99,7.54,6.68,5.09,3.37,2.17,1.6,4.85
CLRSKY_SFC_SW_DWN,2020,46.25,39.25,1.94,3.09,4.61,6.53,7.54,7.99,7.54,6.68,5.09,3.37,2.17,1.6,4.85
CLRSKY_SFC_SW_DWN,2020,46.25,39.75,1.94,3.09,4.61,6.53,7.54,7.99,7.54,6.68,5.09,3.37,2.17,1.6,4.85
CLRSKY_SFC_SW_DWN,2020,46.25,40.25,1.95,3.1,4.64,6.51,7.52,7.97,7.55,6.65,5.06,3.34,2.15,1.59,4.84
CLRSKY_SFC_SW_DWN,2020,46.25,40.75,1.95,3.1,4.64,6.51,7.52,7.97,7.55,6.65,5.06,3.34,2.15,1.59,4.84
CLRSKY_SFC_SW_DWN,2020,46.25,41.25,1.95,3.1,4.64,6.51,7.52,7.97,7.55,6.65,5.06,3.34,2.15,1.59,4.84
CLRSKY_SFC_SW_DWN,2020,46.75,37.75,1.96,3.11,4.63,6.53,7.5,7.99,7.55,6.71,5.07,3.4,2.15,1.6,4.85
CLRSKY_SFC_SW_DWN,2020,46.75,38.25,1.94,3.09,4.61,6.53,7.54,7.99,7.54,6.68,5.09,3.37,2.17,1.6,4.85
CLRSKY_SFC_SW_DWN,2020,46.75,38.75,1.94,3.09,4.61,6.53,7.54,7.99,7.54,6.68,5.09,3.37,2.17,1.6,4.85
CLRSKY_SFC_SW_DWN,2020,46.75,39.25,1.94,3.09,4.61,6.53,7.54,7.99,7.54,6.68,5.09,3.37,2.17,1.6,4.85
CLRSKY_SFC_SW_DWN,2020,46.75,39.75,1.94,3.09,4.61,6.53,7.54,7.99,7.54,6.68,5.09,3.37,2.17,1.6,4.85
CLRSKY_SFC_SW_DWN,2020,46.75,40.25,1.95,3.1,4.64,6.51,7.52,7.97,7.55,6.65,5.06,3.34,2.15,1.59,4.84
CLRSKY_SFC_SW_DWN,2020,46.75,40.75,1.95,3.1,4.64,6.51,7.52,7.97,7.55,6.65,5.06,3.34,2.15,1.59,4.84
CLRSKY_SFC_SW_DWN,2020,46.75,41.25,1.95,3.1,4.64,6.51,7.52,7.97,7.55,6.65,5.06,3.34,2.15,1.59,4.84
