PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PS,2019,43.75,37.75,101.26,101.88,101.68,101.51,101.3,101.1,100.99,101.19,101.48,101.78,101.84,101.71,101.47
PS,2019,43.75,38.25,101.23,101.82,101.62,101.46,101.25,101.04,100.92,101.12,101.41,101.72,101.79,101.67,101.42
PS,2019,43.75,38.75,101.08,101.64,101.44,101.28,101.08,100.86,100.73,100.93,101.22,101.53,101.63,101.5,101.24
PS,2019,43.75,39.25,98.85,99.36,99.17,99.05,98.9,98.72,98.58,98.78,99.05,99.32,99.41,99.25,99.03
PS,2019,43.75,39.75,94.25,94.72,94.52,94.49,94.46,94.37,94.2,94.42,94.61,94.84,94.9,94.66,94.53
PS,2019,43.75,40.25,88.7,89.14,88.96,89.04,89.13,89.16,88.95,89.2,89.29,89.49,89.48,89.15,89.14
PS,2019,43.75,40.75,84.35,84.77,84.59,84.78,84.97,85.09,84.84,85.12,85.12,85.3,85.25,84.84,84.92
PS,2019,43.75,41.25,84.01,84.42,84.24,84.45,84.64,84.77,84.51,84.8,84.8,84.97,84.92,84.5,84.58
PS,2019,44.25,37.75,100.84,101.46,101.24,101.11,100.89,100.71,100.59,100.81,101.1,101.39,101.46,101.3,101.07
PS,2019,44.25,38.25,100.46,101.05,100.84,100.71,100.5,100.33,100.19,100.41,100.7,100.99,101.08,100.91,100.68
PS,2019,44.25,38.75,99.87,100.44,100.22,100.11,99.92,99.74,99.6,99.82,100.1,100.38,100.49,100.32,100.08
PS,2019,44.25,39.25,97.61,98.14,97.93,97.86,97.72,97.6,97.44,97.66,97.92,98.17,98.26,98.05,97.86
PS,2019,44.25,39.75,94.36,94.87,94.66,94.66,94.6,94.54,94.36,94.61,94.8,95.02,95.08,94.82,94.7
PS,2019,44.25,40.25,92.19,92.68,92.47,92.53,92.52,92.52,92.3,92.57,92.73,92.92,92.98,92.66,92.59
PS,2019,44.25,40.75,91.7,92.18,91.97,92.06,92.05,92.07,91.84,92.12,92.26,92.45,92.52,92.18,92.12
PS,2019,44.25,41.25,92.04,92.5,92.29,92.39,92.37,92.38,92.14,92.43,92.58,92.77,92.87,92.51,92.44
PS,2019,44.75,37.75,100.45,101.1,100.85,100.76,100.51,100.38,100.23,100.48,100.77,101.04,101.14,100.94,100.72
PS,2019,44.75,38.25,100.13,100.76,100.5,100.42,100.19,100.05,99.89,100.15,100.44,100.7,100.83,100.62,100.39
PS,2019,44.75,38.75,99.81,100.41,100.15,100.08,99.85,99.72,99.54,99.81,100.1,100.36,100.5,100.28,100.05
PS,2019,44.75,39.25,99.37,99.95,99.7,99.64,99.42,99.3,99.11,99.39,99.68,99.92,100.08,99.84,99.61
PS,2019,44.75,39.75,98.93,99.48,99.23,99.19,98.98,98.87,98.67,98.95,99.24,99.47,99.64,99.39,99.17
PS,2019,44.75,40.25,98.33,98.86,98.61,98.59,98.39,98.29,98.09,98.37,98.65,98.88,99.06,98.78,98.57
PS,2019,44.75,40.75,97.59,98.1,97.85,97.85,97.68,97.59,97.37,97.66,97.93,98.15,98.35,98.04,97.84
PS,2019,44.75,41.25,96.91,97.39,97.15,97.18,97.02,96.94,96.71,97.01,97.27,97.48,97.7,97.35,97.17
PS,2019,45.25,37.75,100.87,101.55,101.25,101.2,100.9,100.8,100.62,100.92,101.22,101.47,101.62,101.38,101.15
PS,2019,45.25,38.25,100.89,101.54,101.25,101.2,100.9,100.79,100.6,100.9,101.21,101.46,101.64,101.39,101.14
PS,2019,45.25,38.75,100.93,101.55,101.25,101.21,100.91,100.8,100.59,100.89,101.22,101.46,101.67,101.41,101.15
PS,2019,45.25,39.25,100.78,101.38,101.08,101.04,100.75,100.63,100.42,100.73,101.05,101.3,101.53,101.25,100.99
PS,2019,45.25,39.75,100.5,101.06,100.77,100.74,100.46,100.34,100.12,100.43,100.76,100.99,101.25,100.95,100.69
PS,2019,45.25,40.25,100.07,100.61,100.32,100.31,100.05,99.92,99.69,100.01,100.34,100.56,100.84,100.52,100.27
PS,2019,45.25,40.75,99.55,100.06,99.78,99.79,99.54,99.42,99.18,99.51,99.83,100.04,100.35,99.99,99.75
PS,2019,45.25,41.25,99.02,99.5,99.22,99.25,99.01,98.9,98.64,98.98,99.3,99.51,99.84,99.44,99.22
PS,2019,45.75,37.75,101.27,101.95,101.62,101.62,101.27,101.2,100.98,101.32,101.62,101.85,102.07,101.77,101.54
PS,2019,45.75,38.25,101.27,101.92,101.58,101.58,101.24,101.16,100.93,101.27,101.59,101.82,102.06,101.76,101.51
PS,2019,45.75,38.75,101.18,101.8,101.46,101.47,101.14,101.04,100.8,101.15,101.48,101.7,101.97,101.66,101.4
PS,2019,45.75,39.25,100.96,101.55,101.22,101.23,100.91,100.81,100.56,100.91,101.24,101.47,101.76,101.43,101.17
PS,2019,45.75,39.75,100.7,101.26,100.93,100.95,100.65,100.54,100.28,100.64,100.97,101.19,101.51,101.16,100.89
PS,2019,45.75,40.25,100.45,100.99,100.66,100.69,100.4,100.29,100.02,100.38,100.72,100.93,101.28,100.9,100.64
PS,2019,45.75,40.75,100.27,100.78,100.45,100.49,100.21,100.1,99.81,100.18,100.52,100.73,101.12,100.7,100.44
PS,2019,45.75,41.25,100.18,100.66,100.33,100.38,100.1,99.98,99.69,100.07,100.41,100.62,101.05,100.59,100.33
PS,2019,46.25,37.75,101.26,101.95,101.57,101.63,101.25,101.22,100.94,101.33,101.63,101.84,102.11,101.76,101.54
PS,2019,46.25,38.25,101.23,101.89,101.51,101.57,101.2,101.16,100.87,101.26,101.57,101.78,102.08,101.72,101.48
PS,2019,46.25,38.75,101.15,101.77,101.39,101.45,101.1,101.04,100.75,101.14,101.46,101.67,102.0,101.63,101.38
PS,2019,46.25,39.25,100.97,101.57,101.19,101.26,100.91,100.85,100.55,100.94,101.27,101.48,101.83,101.44,101.18
PS,2019,46.25,39.75,100.8,101.36,100.99,101.07,100.73,100.66,100.36,100.75,101.08,101.29,101.67,101.25,101.0
PS,2019,46.25,40.25,100.63,101.16,100.79,100.87,100.55,100.48,100.16,100.56,100.9,101.09,101.52,101.07,100.81
PS,2019,46.25,40.75,100.52,101.03,100.65,100.75,100.43,100.35,100.02,100.43,100.77,100.97,101.43,100.95,100.69
PS,2019,46.25,41.25,100.62,101.1,100.72,100.81,100.5,100.41,100.07,100.48,100.84,101.04,101.54,101.03,100.76
PS,2019,46.75,37.75,101.09,101.76,101.34,101.46,101.06,101.09,100.74,101.17,101.46,101.66,101.98,101.58,101.36
PS,2019,46.75,38.25,101.16,101.81,101.39,101.51,101.12,101.12,100.77,101.2,101.51,101.7,102.06,101.64,101.41
PS,2019,46.75,38.75,101.14,101.76,101.33,101.46,101.07,101.07,100.71,101.15,101.46,101.65,102.04,101.61,101.37
PS,2019,46.75,39.25,101.02,101.62,101.19,101.32,100.95,100.93,100.57,101.0,101.32,101.51,101.93,101.48,101.23
PS,2019,46.75,39.75,100.86,101.42,101.0,101.13,100.78,100.75,100.38,100.82,101.14,101.33,101.78,101.3,101.05
PS,2019,46.75,40.25,100.74,101.28,100.85,100.99,100.65,100.61,100.24,100.67,101.01,101.19,101.68,101.17,100.92
PS,2019,46.75,40.75,100.71,101.22,100.8,100.94,100.6,100.56,100.17,100.61,100.96,101.14,101.67,101.12,100.87
PS,2019,46.75,41.25,100.79,101.26,100.84,100.98,100.64,100.59,100.2,100.65,101.0,101.19,101.76,101.18,100.92
PS,2020,43.75,37.75,102.11,101.58,101.62,101.69,101.43,100.94,100.97,101.01,101.39,101.7,102.27,102.01,101.56
PS,2020,43.75,38.25,102.04,101.54,101.56,101.62,101.38,100.88,100.9,100.94,101.32,101.65,102.2,101.97,101.5
PS,2020,43.75,38.75,101.85,101.38,101.39,101.43,101.21,100.7,100.72,100.75,101.14,101.48,102.01,101.8,101.32
PS,2020,43.75,39.25,99.55,99.12,99.14,99.17,99.0,98.56,98.58,98.59,98.99,99.3,99.74,99.54,99.11
PS,2020,43.75,39.75,94.86,94.47,94.56,94.58,94.5,94.18,94.24,94.23,94.61,94.86,95.12,94.95,94.6
PS,2020,43.75,40.25,89.24,88.88,89.1,89.08,89.12,88.95,89.04,89.01,89.37,89.54,89.6,89.43,89.2
PS,2020,43.75,40.75,84.83,84.49,84.82,84.77,84.9,84.86,84.97,84.93,85.27,85.38,85.28,85.12,84.97
PS,2020,43.75,41.25,84.48,84.14,84.49,84.44,84.56,84.54,84.65,84.61,84.95,85.06,84.95,84.79,84.64
PS,2020,44.25,37.75,101.69,101.14,101.23,101.29,101.01,100.55,100.58,100.64,101.01,101.31,101.88,101.63,101.16
PS,2020,44.25,38.25,101.28,100.75,100.83,100.87,100.62,100.16,100.18,100.24,100.61,100.93,101.47,101.24,100.76
PS,2020,44.25,38.75,100.65,100.14,100.22,100.26,100.02,99.58,99.59,99.65,100.03,100.34,100.86,100.64,100.16
PS,2020,44.25,39.25,98.33,97.86,97.96,97.98,97.8,97.42,97.44,97.49,97.86,98.15,98.58,98.37,97.94
PS,2020,44.25,39.75,95.03,94.58,94.75,94.75,94.64,94.35,94.4,94.43,94.79,95.03,95.33,95.13,94.77
PS,2020,44.25,40.25,92.82,92.38,92.61,92.6,92.52,92.31,92.37,92.4,92.75,92.95,93.17,92.98,92.66
PS,2020,44.25,40.75,92.31,91.87,92.14,92.11,92.04,91.86,91.92,91.96,92.3,92.49,92.69,92.51,92.18
PS,2020,44.25,41.25,92.63,92.2,92.48,92.43,92.35,92.18,92.23,92.27,92.62,92.82,93.02,92.86,92.51
PS,2020,44.75,37.75,101.32,100.74,100.88,100.92,100.62,100.2,100.22,100.32,100.67,100.96,101.55,101.31,100.81
PS,2020,44.75,38.25,100.97,100.41,100.55,100.57,100.29,99.88,99.89,99.98,100.35,100.64,101.21,100.99,100.48
PS,2020,44.75,38.75,100.61,100.06,100.2,100.21,99.94,99.54,99.55,99.64,100.01,100.31,100.87,100.66,100.13
PS,2020,44.75,39.25,100.16,99.61,99.76,99.77,99.51,99.12,99.12,99.22,99.59,99.88,100.42,100.22,99.7
PS,2020,44.75,39.75,99.68,99.15,99.31,99.3,99.05,98.69,98.69,98.79,99.15,99.44,99.96,99.77,99.25
PS,2020,44.75,40.25,99.04,98.53,98.71,98.68,98.45,98.11,98.11,98.21,98.57,98.86,99.35,99.17,98.65
PS,2020,44.75,40.75,98.27,97.78,97.97,97.93,97.72,97.41,97.41,97.51,97.87,98.15,98.6,98.44,97.92
PS,2020,44.75,41.25,97.56,97.08,97.3,97.24,97.04,96.76,96.77,96.86,97.24,97.5,97.91,97.78,97.25
PS,2020,45.25,37.75,101.75,101.14,101.32,101.34,101.01,100.61,100.63,100.75,101.1,101.38,102.01,101.8,101.24
PS,2020,45.25,38.25,101.75,101.14,101.33,101.32,101.0,100.6,100.61,100.74,101.1,101.39,102.02,101.83,101.23
PS,2020,45.25,38.75,101.75,101.16,101.34,101.32,101.0,100.61,100.61,100.73,101.1,101.41,102.03,101.86,101.24
PS,2020,45.25,39.25,101.57,101.0,101.18,101.15,100.84,100.45,100.44,100.57,100.94,101.25,101.86,101.7,101.08
PS,2020,45.25,39.75,101.25,100.69,100.88,100.83,100.54,100.16,100.15,100.27,100.66,100.96,101.55,101.41,100.78
PS,2020,45.25,40.25,100.8,100.25,100.45,100.39,100.11,99.75,99.73,99.86,100.25,100.55,101.11,100.99,100.35
PS,2020,45.25,40.75,100.24,99.71,99.92,99.85,99.59,99.24,99.23,99.35,99.75,100.05,100.58,100.49,99.83
PS,2020,45.25,41.25,99.67,99.17,99.38,99.3,99.05,98.72,98.72,98.83,99.25,99.54,100.03,99.97,99.3
PS,2020,45.75,37.75,102.14,101.5,101.73,101.72,101.37,100.99,101.02,101.15,101.5,101.78,102.43,102.27,101.63
PS,2020,45.75,38.25,102.1,101.48,101.71,101.67,101.33,100.95,100.97,101.11,101.47,101.76,102.4,102.26,101.6
PS,2020,45.75,38.75,101.98,101.38,101.6,101.55,101.21,100.85,100.85,100.99,101.37,101.66,102.29,102.17,101.49
PS,2020,45.75,39.25,101.72,101.14,101.37,101.3,100.98,100.62,100.62,100.75,101.14,101.44,102.05,101.95,101.26
PS,2020,45.75,39.75,101.43,100.86,101.09,101.01,100.7,100.36,100.35,100.48,100.88,101.18,101.77,101.69,100.98
PS,2020,45.75,40.25,101.15,100.6,100.84,100.74,100.44,100.11,100.1,100.23,100.65,100.94,101.51,101.46,100.73
PS,2020,45.75,40.75,100.94,100.4,100.64,100.52,100.24,99.91,99.9,100.03,100.47,100.76,101.31,101.29,100.53
PS,2020,45.75,41.25,100.81,100.29,100.53,100.4,100.12,99.79,99.79,99.91,100.37,100.67,101.2,101.22,100.43
PS,2020,46.25,37.75,102.1,101.46,101.74,101.68,101.33,100.98,101.02,101.16,101.53,101.78,102.43,102.32,101.63
PS,2020,46.25,38.25,102.04,101.41,101.69,101.61,101.27,100.93,100.95,101.09,101.47,101.74,102.38,102.29,101.57
PS,2020,46.25,38.75,101.92,101.31,101.58,101.49,101.16,100.83,100.83,100.98,101.37,101.65,102.27,102.21,101.47
PS,2020,46.25,39.25,101.71,101.12,101.39,101.28,100.96,100.64,100.64,100.78,101.2,101.47,102.07,102.04,101.28
PS,2020,46.25,39.75,101.5,100.92,101.21,101.07,100.77,100.46,100.46,100.59,101.02,101.3,101.88,101.87,101.09
PS,2020,46.25,40.25,101.29,100.73,101.02,100.87,100.58,100.27,100.27,100.4,100.85,101.13,101.69,101.71,100.9
PS,2020,46.25,40.75,101.15,100.61,100.9,100.73,100.45,100.14,100.14,100.27,100.74,101.03,101.57,101.62,100.78
PS,2020,46.25,41.25,101.21,100.68,100.97,100.79,100.51,100.2,100.2,100.32,100.82,101.12,101.65,101.74,100.85
PS,2020,46.75,37.75,101.89,101.24,101.57,101.46,101.13,100.82,100.86,101.0,101.39,101.63,102.26,102.21,101.45
PS,2020,46.75,38.25,101.93,101.3,101.62,101.5,101.17,100.86,100.89,101.04,101.44,101.69,102.31,102.29,101.5
PS,2020,46.75,38.75,101.87,101.26,101.58,101.44,101.12,100.82,100.83,100.98,101.4,101.66,102.27,102.27,101.46
PS,2020,46.75,39.25,101.72,101.12,101.45,101.29,100.98,100.69,100.7,100.84,101.28,101.54,102.13,102.16,101.32
PS,2020,46.75,39.75,101.52,100.94,101.27,101.09,100.8,100.51,100.52,100.65,101.11,101.38,101.95,102.01,101.15
PS,2020,46.75,40.25,101.37,100.8,101.14,100.94,100.66,100.38,100.38,100.51,100.99,101.27,101.82,101.9,101.01
PS,2020,46.75,40.75,101.31,100.76,101.09,100.88,100.6,100.32,100.33,100.45,100.96,101.24,101.77,101.89,100.97
PS,2020,46.75,41.25,101.34,100.81,101.14,100.91,100.64,100.36,100.36,100.48,101.02,101.31,101.83,101.98,101.02
WS2M,2019,43.75,37.75,5.53,5.09,4.34,3.18,3.15,3.14,3.98,4.29,4.23,3.32,4.49,4.37,4.09
WS2M,2019,43.75,38.25,5.5,4.74,4.2,2.95,3.03,3.0,3.74,4.05,3.94,3.22,4.32,4.31,3.92
WS2M,2019,43.75,38.75,5.22,3.98,3.7,2.54,2.66,2.6,3.12,3.41,3.38,2.89,3.73,4.06,3.44
WS2M,2019,43.75,39.25,3.97,2.75,2.62,1.82,1.92,1.84,2.09,2.37,2.32,1.98,2.61,2.91,2.44
WS2M,2019,43.75,39.75,2.68,1.86,1.82,1.27,1.32,1.17,1.34,1.47,1.49,1.31,1.69,1.89,1.61
WS2M,2019,43.75,40.25,1.74,1.31,1.37,0.96,0.99,0.8,0.96,0.94,1.0,0.95,1.1,1.2,1.11
WS2M,2019,43.75,40.75,1.32,1.08,1.24,0.86,0.91,0.7,0.85,0.77,0.81,0.85,0.84,0.89,0.93
WS2M,2019,43.75,41.25,1.41,1.14,1.33,0.83,0.85,0.59,0.71,0.69,0.74,0.79,0.8,0.92,0.9
WS2M,2019,44.25,37.75,5.12,4.78,4.07,3.19,2.75,2.96,3.47,3.96,4.27,3.19,4.48,4.08,3.85
WS2M,2019,44.25,38.25,4.34,3.89,3.33,2.4,2.2,2.32,2.75,3.08,3.37,2.55,3.57,3.38,3.1
WS2M,2019,44.25,38.75,3.08,2.59,2.21,1.39,1.36,1.38,1.71,1.82,2.07,1.6,2.17,2.37,1.98
WS2M,2019,44.25,39.25,2.14,1.71,1.52,0.94,0.94,0.89,1.06,1.13,1.25,0.99,1.34,1.5,1.28
WS2M,2019,44.25,39.75,1.54,1.29,1.22,0.78,0.76,0.64,0.73,0.79,0.86,0.75,0.94,1.04,0.94
WS2M,2019,44.25,40.25,1.21,1.19,1.18,0.83,0.74,0.63,0.68,0.77,0.83,0.72,0.92,0.87,0.88
WS2M,2019,44.25,40.75,1.13,1.31,1.32,1.02,0.85,0.81,0.79,0.97,1.05,0.81,1.18,0.91,1.01
WS2M,2019,44.25,41.25,1.37,1.54,1.56,1.26,1.14,1.06,0.94,1.24,1.33,0.99,1.67,1.11,1.27
WS2M,2019,44.75,37.75,4.07,3.99,3.53,3.1,2.4,2.67,2.76,3.42,3.89,2.61,4.03,3.3,3.3
WS2M,2019,44.75,38.25,3.08,3.01,2.69,2.35,1.84,2.01,2.06,2.54,2.91,1.87,2.99,2.37,2.47
WS2M,2019,44.75,38.75,2.18,2.18,1.99,1.71,1.37,1.46,1.47,1.8,2.05,1.27,2.09,1.6,1.76
WS2M,2019,44.75,39.25,1.78,1.84,1.74,1.5,1.2,1.23,1.24,1.53,1.74,1.03,1.78,1.28,1.49
WS2M,2019,44.75,39.75,1.67,1.8,1.77,1.53,1.24,1.24,1.22,1.55,1.76,1.05,1.87,1.24,1.49
WS2M,2019,44.75,40.25,1.81,2.02,2.06,1.81,1.54,1.49,1.45,1.84,2.08,1.27,2.27,1.41,1.75
WS2M,2019,44.75,40.75,2.13,2.4,2.48,2.22,2.01,1.9,1.79,2.25,2.52,1.59,2.89,1.7,2.15
WS2M,2019,44.75,41.25,2.51,2.77,2.78,2.48,2.38,2.2,1.96,2.53,2.8,1.86,3.57,2.02,2.48
WS2M,2019,45.25,37.75,3.66,3.71,3.55,3.36,2.65,2.97,2.72,3.57,3.9,2.43,4.16,3.02,3.3
WS2M,2019,45.25,38.25,3.13,3.14,3.06,2.95,2.36,2.57,2.34,3.04,3.32,1.93,3.53,2.43,2.81
WS2M,2019,45.25,38.75,3.05,3.04,3.02,2.91,2.39,2.57,2.35,3.0,3.32,1.89,3.52,2.29,2.77
WS2M,2019,45.25,39.25,2.87,2.9,2.92,2.76,2.31,2.41,2.22,2.86,3.18,1.79,3.48,2.17,2.65
WS2M,2019,45.25,39.75,2.88,2.95,3.01,2.79,2.4,2.43,2.24,2.91,3.27,1.84,3.69,2.2,2.71
WS2M,2019,45.25,40.25,2.95,3.05,3.12,2.85,2.56,2.52,2.31,2.96,3.35,1.96,3.95,2.3,2.82
WS2M,2019,45.25,40.75,3.06,3.19,3.22,2.87,2.72,2.63,2.35,2.96,3.35,2.09,4.2,2.43,2.92
WS2M,2019,45.25,41.25,3.25,3.42,3.34,2.93,2.87,2.72,2.4,2.97,3.38,2.26,4.48,2.64,3.05
WS2M,2019,45.75,37.75,4.35,4.31,4.14,3.89,3.29,3.75,3.29,4.2,4.55,3.02,5.22,3.65,3.96
WS2M,2019,45.75,38.25,3.79,3.71,3.64,3.46,2.98,3.25,2.79,3.56,3.82,2.41,4.48,3.05,3.4
WS2M,2019,45.75,38.75,3.41,3.32,3.27,3.1,2.73,2.95,2.44,3.17,3.42,2.07,4.14,2.69,3.05
WS2M,2019,45.75,39.25,3.36,3.26,3.25,3.01,2.72,2.87,2.37,3.12,3.38,2.01,4.22,2.64,3.01
WS2M,2019,45.75,39.75,3.38,3.32,3.3,2.97,2.78,2.86,2.38,3.12,3.4,2.03,4.37,2.69,3.04
WS2M,2019,45.75,40.25,3.39,3.39,3.35,2.95,2.82,2.86,2.4,3.1,3.41,2.1,4.46,2.74,3.08
WS2M,2019,45.75,40.75,3.37,3.46,3.38,2.92,2.84,2.86,2.43,3.04,3.4,2.19,4.49,2.78,3.09
WS2M,2019,45.75,41.25,3.43,3.55,3.43,2.91,2.88,2.87,2.48,2.99,3.38,2.29,4.5,2.87,3.12
WS2M,2019,46.25,37.75,4.95,4.7,4.51,4.17,3.73,4.21,3.54,4.46,4.85,3.36,5.98,4.13,4.37
WS2M,2019,46.25,38.25,4.28,4.05,4.0,3.67,3.38,3.67,2.97,3.82,4.03,2.7,5.11,3.45,3.75
WS2M,2019,46.25,38.75,3.69,3.54,3.51,3.15,2.98,3.22,2.48,3.28,3.47,2.23,4.53,2.98,3.25
WS2M,2019,46.25,39.25,3.53,3.41,3.34,2.93,2.86,3.04,2.31,3.1,3.29,2.07,4.43,2.85,3.09
WS2M,2019,46.25,39.75,3.53,3.47,3.35,2.88,2.88,3.03,2.31,3.07,3.26,2.09,4.49,2.86,3.1
WS2M,2019,46.25,40.25,3.54,3.55,3.39,2.87,2.89,3.02,2.35,3.06,3.27,2.16,4.54,2.92,3.12
WS2M,2019,46.25,40.75,3.52,3.61,3.41,2.85,2.86,2.96,2.4,3.01,3.26,2.25,4.5,2.96,3.12
WS2M,2019,46.25,41.25,3.54,3.66,3.43,2.84,2.87,2.94,2.5,3.0,3.26,2.34,4.42,2.99,3.14
WS2M,2019,46.75,37.75,4.88,4.51,4.3,3.89,3.66,4.11,3.24,4.09,4.39,3.11,5.75,3.92,4.15
WS2M,2019,46.75,38.25,4.54,4.16,4.03,3.59,3.46,3.82,2.87,3.74,3.93,2.73,5.3,3.54,3.8
WS2M,2019,46.75,38.75,4.25,3.93,3.8,3.33,3.31,3.61,2.62,3.47,3.64,2.51,5.03,3.36,3.57
WS2M,2019,46.75,39.25,3.96,3.74,3.57,3.06,3.11,3.37,2.4,3.21,3.39,2.32,4.76,3.19,3.33
WS2M,2019,46.75,39.75,3.73,3.63,3.43,2.88,2.97,3.17,2.27,3.03,3.22,2.22,4.55,3.04,3.17
WS2M,2019,46.75,40.25,3.62,3.62,3.4,2.81,2.9,3.06,2.25,2.96,3.16,2.23,4.43,3.0,3.11
WS2M,2019,46.75,40.75,3.62,3.68,3.44,2.82,2.9,3.03,2.34,2.97,3.16,2.33,4.38,3.04,3.14
WS2M,2019,46.75,41.25,3.66,3.77,3.48,2.87,2.95,3.02,2.49,3.02,3.18,2.46,4.32,3.08,3.18
WS2M,2020,43.75,37.75,5.56,6.21,4.59,4.57,4.22,3.03,3.69,4.32,3.98,3.58,4.86,4.56,4.42
WS2M,2020,43.75,38.25,5.29,5.91,4.17,4.31,4.0,2.91,3.48,4.13,3.66,3.28,4.63,4.48,4.18
WS2M,2020,43.75,38.75,4.64,5.27,3.37,3.72,3.4,2.53,3.03,3.55,3.01,2.71,3.99,3.97,3.59
WS2M,2020,43.75,39.25,3.24,3.93,2.29,2.6,2.33,1.81,2.1,2.5,2.06,1.86,2.55,2.73,2.5
WS2M,2020,43.75,39.75,2.13,2.72,1.53,1.74,1.53,1.23,1.31,1.56,1.33,1.3,1.55,1.74,1.63
WS2M,2020,43.75,40.25,1.39,1.91,1.11,1.26,1.13,0.91,0.87,1.02,0.92,0.99,1.0,1.11,1.13
WS2M,2020,43.75,40.75,1.07,1.61,0.96,1.11,1.06,0.82,0.73,0.84,0.78,0.86,0.82,0.82,0.95
WS2M,2020,43.75,41.25,1.1,1.72,0.93,1.05,0.97,0.73,0.61,0.73,0.65,0.78,0.73,0.79,0.9
WS2M,2020,44.25,37.75,5.17,5.89,4.51,4.08,3.73,2.73,3.3,4.05,3.67,3.19,4.59,4.44,4.11
WS2M,2020,44.25,38.25,4.29,4.86,3.55,3.25,2.93,2.2,2.56,3.25,2.83,2.48,3.67,3.61,3.29
WS2M,2020,44.25,38.75,3.0,3.36,2.2,2.11,1.73,1.38,1.56,1.99,1.7,1.53,2.31,2.3,2.09
WS2M,2020,44.25,39.25,1.97,2.42,1.45,1.4,1.1,0.92,0.98,1.24,1.04,0.95,1.28,1.39,1.34
WS2M,2020,44.25,39.75,1.44,1.88,1.09,1.04,0.84,0.7,0.7,0.84,0.74,0.74,0.81,0.98,0.98
WS2M,2020,44.25,40.25,1.23,1.66,1.05,0.92,0.79,0.66,0.67,0.78,0.73,0.75,0.73,0.94,0.91
WS2M,2020,44.25,40.75,1.25,1.68,1.22,0.99,0.85,0.74,0.8,0.95,0.92,0.91,0.9,1.18,1.03
WS2M,2020,44.25,41.25,1.41,1.87,1.48,1.19,1.02,0.88,0.98,1.16,1.28,1.24,1.16,1.66,1.27
WS2M,2020,44.75,37.75,4.03,5.08,4.06,3.37,3.15,2.38,2.77,3.48,2.89,2.62,3.6,3.92,3.44
WS2M,2020,44.75,38.25,3.03,3.95,3.08,2.52,2.37,1.84,2.04,2.61,2.02,1.9,2.52,2.95,2.57
WS2M,2020,44.75,38.75,2.16,2.96,2.2,1.77,1.68,1.32,1.43,1.81,1.39,1.36,1.66,2.11,1.82
WS2M,2020,44.75,39.25,1.81,2.56,1.86,1.48,1.39,1.11,1.19,1.52,1.24,1.18,1.32,1.8,1.54
WS2M,2020,44.75,39.75,1.78,2.47,1.82,1.46,1.36,1.1,1.21,1.5,1.35,1.26,1.32,1.9,1.54
WS2M,2020,44.75,40.25,1.96,2.63,2.06,1.69,1.59,1.28,1.47,1.75,1.71,1.58,1.58,2.29,1.8
WS2M,2020,44.75,40.75,2.25,2.91,2.46,2.03,1.94,1.55,1.85,2.1,2.23,2.06,1.96,2.86,2.18
WS2M,2020,44.75,41.25,2.49,3.11,2.77,2.21,2.1,1.7,2.11,2.29,2.78,2.57,2.32,3.61,2.5
WS2M,2020,45.25,37.75,3.53,4.81,4.02,3.31,3.25,2.54,2.88,3.47,2.78,2.68,3.31,4.05,3.38
WS2M,2020,45.25,38.25,2.93,4.24,3.51,2.83,2.84,2.2,2.47,2.99,2.33,2.22,2.59,3.45,2.88
WS2M,2020,45.25,38.75,2.85,4.15,3.36,2.75,2.79,2.16,2.41,2.95,2.43,2.29,2.54,3.45,2.84
WS2M,2020,45.25,39.25,2.74,3.91,3.15,2.58,2.56,2.02,2.26,2.76,2.51,2.31,2.45,3.44,2.72
WS2M,2020,45.25,39.75,2.81,3.88,3.17,2.57,2.52,2.02,2.31,2.74,2.75,2.49,2.55,3.69,2.79
WS2M,2020,45.25,40.25,2.9,3.86,3.23,2.6,2.53,2.03,2.43,2.73,3.02,2.72,2.68,3.99,2.89
WS2M,2020,45.25,40.75,2.99,3.82,3.28,2.62,2.54,2.02,2.54,2.68,3.28,2.97,2.8,4.26,2.98
WS2M,2020,45.25,41.25,3.14,3.85,3.39,2.67,2.55,2.06,2.67,2.65,3.55,3.25,2.94,4.57,3.11
WS2M,2020,45.75,37.75,4.15,5.28,4.39,3.85,3.81,3.12,3.49,3.91,3.63,3.53,4.29,5.22,4.05
WS2M,2020,45.75,38.25,3.49,4.66,3.94,3.32,3.32,2.66,3.01,3.37,3.18,3.02,3.38,4.5,3.48
WS2M,2020,45.75,38.75,3.09,4.27,3.62,2.89,2.93,2.31,2.66,3.02,3.05,2.8,2.86,4.15,3.14
WS2M,2020,45.75,39.25,3.03,4.16,3.55,2.78,2.79,2.21,2.59,2.89,3.2,2.89,2.85,4.26,3.1
WS2M,2020,45.75,39.75,3.05,4.13,3.55,2.76,2.73,2.18,2.63,2.8,3.38,3.04,2.94,4.45,3.14
WS2M,2020,45.75,40.25,3.1,4.1,3.53,2.76,2.7,2.16,2.68,2.72,3.53,3.18,3.03,4.58,3.17
WS2M,2020,45.75,40.75,3.16,4.03,3.48,2.76,2.67,2.15,2.72,2.65,3.64,3.28,3.08,4.61,3.19
WS2M,2020,45.75,41.25,3.24,4.03,3.47,2.8,2.68,2.2,2.79,2.6,3.73,3.42,3.11,4.62,3.22
