PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WD50M,2019,60.25,34.25,200.59,237.22,218.22,268.94,193.01,257.54,144.52,276.38,233.08,235.21,170.55,210.62,222.62
WD50M,2019,60.25,34.75,205.18,242.77,221.01,300.53,195.91,261.17,284.9,282.27,235.31,237.96,174.92,213.21,228.29
WD50M,2019,60.25,35.25,210.08,248.33,223.75,302.33,200.68,265.33,352.1,287.79,237.91,241.02,178.94,215.77,234.36
WD50M,2019,60.75,27.75,290.08,256.99,242.42,68.08,214.64,245.28,14.31,226.8,231.21,267.28,156.97,229.14,238.77
WD50M,2019,60.75,28.25,280.56,255.43,239.82,75.61,214.53,245.49,12.81,230.06,233.18,264.76,158.34,228.22,238.5
WD50M,2019,60.75,28.75,269.16,254.16,236.84,198.03,214.41,245.81,11.69,232.66,233.66,259.16,158.19,226.47,237.5
WD50M,2019,60.75,29.25,260.41,254.06,236.49,190.66,214.56,247.26,10.81,235.68,234.66,256.31,158.19,225.77,237.9
WD50M,2019,60.75,29.75,251.3,253.84,236.97,253.35,214.29,249.52,11.21,239.21,235.41,255.41,159.99,225.22,238.41
WD50M,2019,60.75,30.25,242.0,253.03,236.21,299.48,213.17,252.36,13.04,243.61,236.3,255.13,162.88,224.27,237.98
WD50M,2019,60.75,30.75,232.86,251.74,233.79,256.92,211.34,255.41,15.55,248.94,237.37,254.27,165.55,222.59,236.38
WD50M,2019,60.75,31.25,224.44,250.72,230.94,68.12,209.56,258.19,17.12,254.94,238.34,251.72,166.12,220.06,234.25
WD50M,2019,60.75,31.75,215.76,249.14,229.04,111.72,208.39,260.09,17.08,261.16,239.74,248.99,164.22,217.54,232.28
WD50M,2019,60.75,32.25,208.38,246.39,226.88,134.06,205.98,260.82,15.58,265.04,239.87,246.04,162.76,214.71,229.72
WD50M,2019,60.75,32.75,202.59,243.22,224.34,154.96,202.8,260.4,13.41,267.09,238.78,243.39,162.33,212.26,226.97
WD50M,2019,60.75,33.25,199.38,240.32,221.78,184.58,199.55,258.84,10.59,267.79,236.99,241.24,163.81,210.78,224.75
WD50M,2019,60.75,33.75,200.38,238.25,220.03,223.38,197.12,256.22,6.44,267.59,235.44,239.44,168.31,210.78,224.12
WD50M,2019,60.75,34.25,205.05,240.2,220.78,266.23,198.15,257.34,145.81,271.19,236.99,239.61,173.36,212.61,227.48
WD50M,2019,60.75,34.75,209.03,242.96,221.53,283.05,200.08,260.16,284.66,276.12,238.88,240.14,177.29,214.09,231.2
WD50M,2019,60.75,35.25,210.67,244.98,221.32,288.06,202.54,263.34,352.4,280.94,240.19,240.48,179.22,214.69,233.78
WD50M,2020,58.75,27.75,241.38,233.63,239.42,287.22,316.66,90.05,244.62,253.7,230.26,183.66,216.32,167.16,231.09
WD50M,2020,58.75,28.25,240.24,232.02,238.71,284.62,316.73,93.17,244.04,251.79,227.29,181.46,214.53,165.44,228.97
WD50M,2020,58.75,28.75,239.59,231.34,238.41,281.0,316.0,93.34,242.84,251.22,224.34,181.03,213.28,165.31,227.47
WD50M,2020,58.75,29.25,241.17,232.44,240.88,279.98,317.48,91.57,244.87,254.59,223.84,181.61,213.81,165.04,228.89
WD50M,2020,58.75,29.75,242.16,232.4,242.27,279.66,320.56,88.63,247.02,258.64,223.36,181.79,213.81,165.02,229.79
WD50M,2020,58.75,30.25,242.22,231.78,242.53,279.39,323.86,85.77,248.89,262.73,222.78,181.89,213.24,165.11,230.06
WD50M,2020,58.75,30.75,241.46,230.92,241.56,278.85,326.66,84.44,250.06,266.24,221.86,181.99,212.14,164.97,229.47
WD50M,2020,58.75,31.25,240.41,230.0,239.19,278.12,328.91,86.34,250.19,268.56,220.28,181.94,210.56,164.09,227.72
WD50M,2020,58.75,31.75,239.11,228.95,236.61,276.92,330.93,90.77,248.86,269.54,218.13,181.21,208.69,162.72,225.04
WD50M,2020,58.75,32.25,239.19,228.88,235.61,275.82,332.34,95.01,247.31,270.72,217.18,181.11,207.84,162.21,223.66
WD50M,2020,58.75,32.75,240.87,229.76,236.59,275.31,332.69,98.29,246.68,272.67,217.79,181.78,208.44,162.69,224.14
WD50M,2020,58.75,33.25,243.82,231.34,239.36,275.63,332.23,100.26,247.52,275.5,219.69,183.15,210.41,164.11,226.35
WD50M,2020,58.75,33.75,247.22,233.09,243.16,276.78,331.91,100.94,249.88,278.88,221.94,184.88,213.19,166.19,229.5
WD50M,2020,58.75,34.25,250.19,234.04,245.96,278.13,332.86,100.44,252.85,282.23,223.54,186.8,215.41,169.29,232.2
WD50M,2020,58.75,34.75,252.4,234.38,247.88,278.99,333.92,100.09,254.61,284.49,224.58,188.58,216.98,172.72,233.92
WD50M,2020,58.75,35.25,253.85,234.36,249.18,279.62,333.52,99.98,254.77,286.4,225.38,189.95,217.91,175.4,234.89
WD50M,2020,59.25,27.75,240.63,232.93,236.72,286.71,314.92,83.92,240.72,252.29,229.24,182.75,216.46,169.96,228.71
WD50M,2020,59.25,28.25,239.05,231.46,236.28,284.81,316.47,88.93,240.25,249.01,226.01,180.02,214.59,167.84,226.42
WD50M,2020,59.25,28.75,238.5,231.06,236.53,283.03,317.72,92.41,239.88,248.16,222.91,178.84,213.31,166.69,225.25
WD50M,2020,59.25,29.25,240.18,231.99,238.83,282.78,319.49,93.48,242.0,251.38,222.13,179.34,213.24,165.64,226.6
WD50M,2020,59.25,29.75,241.31,232.01,240.29,282.42,322.3,91.59,243.79,254.87,221.77,180.44,213.48,165.92,227.78
WD50M,2020,59.25,30.25,241.58,231.29,240.66,281.93,325.42,89.49,244.84,258.22,221.11,181.28,213.14,166.41,228.14
WD50M,2020,59.25,30.75,241.08,230.12,239.86,281.31,328.33,88.99,245.02,261.28,219.9,181.52,211.96,166.44,227.45
WD50M,2020,59.25,31.25,240.25,229.0,237.94,280.56,330.66,90.94,244.5,264.16,218.38,181.34,210.28,165.84,225.88
WD50M,2020,59.25,31.75,239.08,227.92,235.69,279.24,332.33,93.96,242.9,266.08,216.55,181.14,208.48,165.17,223.7
WD50M,2020,59.25,32.25,238.59,227.49,234.3,277.8,333.18,97.59,241.28,267.33,215.44,180.96,206.92,164.53,222.01
WD50M,2020,59.25,32.75,239.11,227.59,234.01,276.61,333.21,100.72,240.32,268.81,215.32,180.81,206.05,163.93,221.28
WD50M,2020,59.25,33.25,240.87,228.28,235.21,276.11,332.81,102.69,240.56,271.18,216.42,181.07,206.52,163.82,221.99
WD50M,2020,59.25,33.75,244.09,229.78,238.41,276.81,332.78,103.22,242.44,274.91,218.88,182.47,209.25,165.09,224.69
WD50M,2020,59.25,34.25,247.82,231.83,242.51,278.11,333.46,102.94,246.46,279.56,221.98,185.04,213.08,167.67,228.79
WD50M,2020,59.25,34.75,251.0,233.43,245.65,279.41,334.13,101.94,250.22,283.53,224.36,187.64,216.04,170.45,232.38
WD50M,2020,59.25,35.25,253.25,234.29,247.89,280.51,335.02,100.19,252.68,287.24,225.69,189.45,217.76,172.48,234.88
WD50M,2020,59.75,27.75,243.03,234.64,236.06,284.46,307.93,84.52,238.64,249.1,232.01,184.42,220.53,176.51,228.58
WD50M,2020,59.75,28.25,241.17,233.19,235.36,283.44,310.34,89.66,238.14,245.75,228.62,181.14,217.98,173.61,226.12
WD50M,2020,59.75,28.75,239.72,232.19,235.41,283.31,313.44,93.81,238.47,244.88,224.97,178.94,215.66,170.81,224.62
WD50M,2020,59.75,29.25,240.07,232.16,237.01,283.26,317.14,94.09,239.67,247.35,223.27,180.01,215.08,169.99,225.45
WD50M,2020,59.75,29.75,240.85,232.29,238.57,282.69,320.73,92.56,241.02,250.26,222.75,181.84,215.33,169.5,226.78
WD50M,2020,59.75,30.25,241.55,231.91,239.41,282.5,325.23,91.96,241.92,253.39,221.81,182.65,214.89,168.8,227.23
WD50M,2020,59.75,30.75,241.68,230.75,239.16,282.76,330.29,93.11,241.98,256.62,219.89,182.13,213.23,167.96,226.27
WD50M,2020,59.75,31.25,240.75,228.88,237.78,282.66,334.19,94.91,241.03,259.88,217.44,181.41,210.78,167.69,224.22
WD50M,2020,59.75,31.75,239.5,227.75,235.63,282.28,335.59,97.36,239.48,263.5,216.49,181.18,209.16,167.56,222.64
WD50M,2020,59.75,32.25,238.31,226.78,233.59,281.12,335.81,99.77,237.44,265.85,215.46,180.77,207.49,166.89,220.98
WD50M,2020,59.75,32.75,237.89,226.14,232.38,279.41,335.64,101.86,235.81,267.58,214.8,180.16,206.07,165.64,219.65
WD50M,2020,59.75,33.25,238.76,226.1,232.58,277.62,335.86,103.31,235.23,269.44,215.0,179.76,205.53,164.34,219.26
WD50M,2020,59.75,33.75,241.16,227.0,234.62,276.47,337.19,103.81,236.16,272.34,216.62,180.41,206.91,164.06,220.53
WD50M,2020,59.75,34.25,244.33,228.78,238.2,276.77,339.01,103.74,238.93,276.92,219.2,182.16,209.93,165.26,223.58
WD50M,2020,59.75,34.75,248.01,230.85,242.43,278.01,339.13,102.03,243.66,282.08,221.96,185.11,213.11,168.09,228.06
WD50M,2020,59.75,35.25,251.4,232.62,246.54,279.58,338.47,99.26,248.48,286.96,224.16,188.13,215.86,171.23,232.53
WD50M,2020,60.25,27.75,245.17,236.21,237.58,287.56,308.38,92.41,235.44,244.75,230.81,184.29,222.79,177.43,228.32
WD50M,2020,60.25,28.25,243.99,235.3,237.22,286.59,310.19,95.48,235.97,242.71,228.73,182.31,220.69,175.28,226.67
WD50M,2020,60.25,28.75,241.81,233.75,236.47,286.06,312.72,96.91,236.22,243.16,225.66,180.53,218.06,172.5,225.09
WD50M,2020,60.25,29.25,241.19,233.02,237.04,285.11,315.44,97.16,236.89,245.21,224.16,181.41,217.06,171.02,225.34
WD50M,2020,60.25,29.75,241.97,233.11,238.48,284.52,320.25,96.69,238.11,248.02,223.78,182.71,216.68,169.44,226.53
WD50M,2020,60.25,30.25,243.03,233.26,239.77,284.87,327.21,96.96,239.32,251.68,223.06,183.48,216.22,168.76,227.11
WD50M,2020,60.25,30.75,243.37,232.75,240.1,285.94,335.11,98.29,239.96,255.69,221.36,183.48,215.16,169.11,226.28
WD50M,2020,60.25,31.25,242.09,230.88,238.88,286.69,341.41,99.97,239.44,259.06,218.94,183.25,213.16,169.69,224.03
WD50M,2020,60.25,31.75,240.49,229.12,236.78,287.04,343.71,101.69,238.64,263.11,218.44,182.22,211.76,168.94,222.43
WD50M,2020,60.25,32.25,239.4,227.52,234.73,285.85,344.39,102.14,237.31,266.17,218.09,180.75,210.47,167.48,221.08
WD50M,2020,60.25,32.75,238.95,226.26,233.18,283.34,344.79,102.07,235.51,268.14,217.66,179.41,209.27,165.7,219.76
WD50M,2020,60.25,33.25,239.07,225.44,232.39,279.8,345.94,101.79,233.46,269.37,217.08,178.9,208.25,164.43,218.59
WD50M,2020,60.25,33.75,239.47,225.06,232.47,275.62,348.59,101.19,231.56,270.59,216.41,180.0,207.62,164.91,217.97
WD50M,2020,60.25,34.25,241.47,226.26,234.84,274.18,349.24,100.91,232.81,273.94,217.73,182.45,209.18,167.06,220.14
WD50M,2020,60.25,34.75,244.2,227.78,238.38,274.81,346.58,100.26,235.88,278.14,219.82,185.88,211.34,170.99,223.97
WD50M,2020,60.25,35.25,247.19,229.16,242.44,276.67,342.0,99.11,239.87,282.35,221.82,189.29,213.46,174.98,228.22
WD50M,2020,60.75,27.75,243.13,233.99,237.15,296.0,319.17,98.76,228.06,246.44,222.19,178.89,219.08,167.96,224.91
WD50M,2020,60.75,28.25,242.9,233.81,237.43,294.52,321.08,98.97,229.46,245.48,222.44,180.06,218.35,167.8,224.76
WD50M,2020,60.75,28.75,241.38,232.94,236.91,292.75,322.28,99.34,230.06,245.75,221.72,180.28,217.0,166.88,224.28
WD50M,2020,60.75,29.25,241.65,233.16,237.53,290.85,323.08,100.87,231.39,247.9,221.77,181.03,216.75,165.98,225.01
WD50M,2020,60.75,29.75,242.94,234.01,239.15,289.59,326.39,102.56,233.29,250.88,222.21,182.53,217.01,165.58,226.14
WD50M,2020,60.75,30.25,244.01,234.78,240.65,289.15,332.23,104.02,235.07,254.16,222.29,183.72,217.32,166.22,226.56
WD50M,2020,60.75,30.75,244.26,234.79,241.22,289.58,339.62,105.09,236.31,257.51,221.69,183.92,217.15,167.36,225.87
WD50M,2020,60.75,31.25,243.66,233.34,240.38,290.75,346.62,105.81,236.94,260.91,220.59,182.88,215.88,167.44,224.47
WD50M,2020,60.75,31.75,242.88,231.37,239.1,290.75,349.2,105.74,237.84,263.63,220.59,180.88,214.6,165.81,223.42
WD50M,2020,60.75,32.25,242.35,229.34,237.6,288.86,351.27,104.41,237.71,265.83,220.41,179.06,212.91,164.52,222.24
WD50M,2020,60.75,32.75,242.14,227.6,236.25,285.43,281.83,102.31,236.36,267.52,219.81,177.96,211.29,163.85,221.04
WD50M,2020,60.75,33.25,242.08,226.41,235.34,280.86,176.83,99.92,233.83,268.79,218.83,178.44,210.18,164.58,220.12
WD50M,2020,60.75,33.75,241.75,225.91,235.06,275.56,179.16,97.75,230.41,269.81,217.78,181.69,210.03,168.03,220.0
WD50M,2020,60.75,34.25,242.02,226.78,236.29,273.74,318.96,97.62,229.91,271.94,218.83,186.14,211.36,172.68,222.02
WD50M,2020,60.75,34.75,242.68,227.49,237.66,273.84,349.52,97.91,230.48,274.72,219.81,189.52,212.16,176.6,224.16
WD50M,2020,60.75,35.25,243.48,227.22,238.89,275.17,344.96,98.51,231.5,277.59,220.27,191.53,212.27,178.49,225.68
WS10M,2019,58.75,27.75,3.58,4.86,4.73,3.16,3.44,3.37,3.2,2.99,3.58,3.62,3.66,4.44,3.71
WS10M,2019,58.75,28.25,2.95,3.88,3.77,2.53,2.66,2.58,2.43,2.29,2.73,2.83,2.91,3.58,2.92
WS10M,2019,58.75,28.75,2.59,3.3,3.11,2.11,2.15,2.05,1.92,1.81,2.13,2.33,2.41,3.1,2.41
WS10M,2019,58.75,29.25,2.46,3.1,2.92,2.0,2.02,1.92,1.79,1.7,1.97,2.2,2.23,2.94,2.27
WS10M,2019,58.75,29.75,2.4,3.04,2.84,1.96,2.01,1.89,1.76,1.68,1.93,2.17,2.19,2.88,2.23
WS10M,2019,58.75,30.25,2.4,3.05,2.86,1.99,2.08,1.94,1.82,1.74,1.98,2.23,2.24,2.89,2.26
WS10M,2019,58.75,30.75,2.42,3.07,2.9,2.04,2.16,2.0,1.87,1.8,2.03,2.3,2.31,2.92,2.31
WS10M,2019,58.75,31.25,2.42,3.04,2.84,1.99,2.14,1.96,1.82,1.76,2.0,2.28,2.3,2.92,2.29
WS10M,2019,58.75,31.75,2.41,3.01,2.75,1.92,2.08,1.88,1.73,1.69,1.92,2.23,2.26,2.93,2.23
WS10M,2019,58.75,32.25,2.42,3.02,2.71,1.87,2.06,1.84,1.68,1.64,1.87,2.22,2.24,2.93,2.2
WS10M,2019,58.75,32.75,2.46,3.07,2.72,1.85,2.06,1.83,1.67,1.64,1.86,2.23,2.23,2.94,2.21
WS10M,2019,58.75,33.25,2.51,3.13,2.75,1.86,2.09,1.85,1.69,1.67,1.87,2.27,2.26,2.94,2.24
WS10M,2019,58.75,33.75,2.54,3.18,2.79,1.88,2.13,1.89,1.73,1.73,1.89,2.32,2.3,2.95,2.27
WS10M,2019,58.75,34.25,2.51,3.15,2.78,1.88,2.14,1.9,1.76,1.78,1.88,2.33,2.3,2.93,2.28
WS10M,2019,58.75,34.75,2.5,3.14,2.77,1.88,2.15,1.9,1.77,1.82,1.87,2.34,2.31,2.91,2.28
WS10M,2019,58.75,35.25,2.57,3.21,2.82,1.9,2.2,1.95,1.81,1.91,1.9,2.41,2.37,2.97,2.33
WS10M,2019,59.25,27.75,4.09,5.19,4.72,3.09,3.33,3.39,3.26,3.07,3.82,3.91,4.2,4.94,3.91
WS10M,2019,59.25,28.25,3.4,4.26,3.93,2.63,2.78,2.79,2.71,2.54,3.12,3.23,3.45,4.09,3.24
WS10M,2019,59.25,28.75,2.77,3.53,3.24,2.21,2.27,2.25,2.14,2.02,2.39,2.56,2.73,3.35,2.62
WS10M,2019,59.25,29.25,2.53,3.25,2.95,2.05,2.08,2.01,1.88,1.79,2.06,2.27,2.39,3.03,2.35
WS10M,2019,59.25,29.75,2.48,3.2,2.88,2.01,2.05,1.96,1.82,1.74,1.98,2.21,2.31,2.96,2.29
WS10M,2019,59.25,30.25,2.49,3.19,2.86,2.02,2.07,1.96,1.81,1.73,1.97,2.22,2.31,2.95,2.29
WS10M,2019,59.25,30.75,2.49,3.15,2.82,2.01,2.08,1.93,1.77,1.71,1.95,2.21,2.3,2.93,2.27
WS10M,2019,59.25,31.25,2.46,3.09,2.77,1.97,2.06,1.89,1.71,1.67,1.91,2.2,2.29,2.92,2.24
WS10M,2019,59.25,31.75,2.45,3.07,2.73,1.91,2.05,1.84,1.65,1.63,1.88,2.17,2.27,2.92,2.21
WS10M,2019,59.25,32.25,2.46,3.09,2.73,1.89,2.06,1.83,1.63,1.63,1.87,2.18,2.27,2.93,2.21
WS10M,2019,59.25,32.75,2.48,3.13,2.74,1.87,2.07,1.83,1.64,1.64,1.87,2.21,2.29,2.94,2.22
WS10M,2019,59.25,33.25,2.5,3.16,2.75,1.87,2.09,1.85,1.66,1.67,1.87,2.24,2.31,2.95,2.24
WS10M,2019,59.25,33.75,2.52,3.2,2.77,1.88,2.13,1.89,1.7,1.73,1.88,2.29,2.34,2.94,2.27
WS10M,2019,59.25,34.25,2.53,3.25,2.81,1.92,2.2,1.96,1.78,1.84,1.92,2.38,2.36,2.96,2.32
WS10M,2019,59.25,34.75,2.57,3.32,2.85,1.95,2.26,2.02,1.84,1.92,1.96,2.45,2.37,3.0,2.37
WS10M,2019,59.25,35.25,2.67,3.44,2.93,1.99,2.33,2.09,1.91,2.02,2.01,2.55,2.43,3.09,2.45
WS10M,2019,59.75,27.75,5.52,6.61,5.84,3.56,3.93,4.19,4.02,4.01,5.15,5.52,5.92,6.82,5.08
WS10M,2019,59.75,28.25,4.74,5.66,4.98,3.19,3.48,3.67,3.58,3.51,4.45,4.77,5.06,5.88,4.41
WS10M,2019,59.75,28.75,3.93,4.85,4.24,2.84,3.09,3.2,3.09,3.0,3.66,3.97,4.15,4.88,3.73
WS10M,2019,59.75,29.25,3.32,4.28,3.75,2.57,2.8,2.84,2.66,2.59,3.02,3.32,3.44,4.12,3.22
WS10M,2019,59.75,29.75,2.98,3.91,3.45,2.43,2.62,2.62,2.41,2.35,2.66,2.92,3.0,3.66,2.91
WS10M,2019,59.75,30.25,2.79,3.66,3.26,2.35,2.5,2.45,2.23,2.18,2.43,2.68,2.72,3.36,2.71
WS10M,2019,59.75,30.75,2.69,3.52,3.19,2.31,2.45,2.36,2.13,2.09,2.32,2.57,2.58,3.19,2.61
WS10M,2019,59.75,31.25,2.7,3.54,3.29,2.41,2.6,2.44,2.21,2.17,2.42,2.66,2.62,3.19,2.68
WS10M,2019,59.75,31.75,2.73,3.61,3.28,2.36,2.63,2.43,2.16,2.16,2.42,2.68,2.63,3.24,2.69
WS10M,2019,59.75,32.25,2.7,3.56,3.13,2.21,2.48,2.25,1.97,1.99,2.24,2.54,2.55,3.2,2.56
WS10M,2019,59.75,32.75,2.64,3.46,2.97,2.06,2.32,2.06,1.8,1.83,2.06,2.4,2.47,3.12,2.43
WS10M,2019,59.75,33.25,2.59,3.37,2.86,1.98,2.22,1.97,1.72,1.76,1.96,2.32,2.43,3.06,2.35
WS10M,2019,59.75,33.75,2.56,3.32,2.83,1.95,2.21,1.98,1.73,1.79,1.94,2.34,2.43,3.02,2.34
WS10M,2019,59.75,34.25,2.57,3.36,2.87,1.98,2.3,2.06,1.83,1.9,1.99,2.46,2.46,3.05,2.4
WS10M,2019,59.75,34.75,2.62,3.46,2.94,2.02,2.38,2.16,1.93,2.02,2.05,2.57,2.5,3.11,2.48
WS10M,2019,59.75,35.25,2.67,3.52,2.97,2.03,2.39,2.17,1.96,2.07,2.06,2.61,2.5,3.14,2.5
WS10M,2019,60.25,27.75,5.02,6.1,5.46,3.37,3.82,4.04,3.75,4.0,4.91,5.26,5.62,6.37,4.8
WS10M,2019,60.25,28.25,4.73,5.78,5.12,3.31,3.77,3.94,3.72,3.87,4.7,5.02,5.29,6.01,4.6
WS10M,2019,60.25,28.75,4.37,5.53,4.8,3.23,3.7,3.84,3.61,3.64,4.32,4.64,4.78,5.51,4.32
WS10M,2019,60.25,29.25,3.78,5.0,4.33,2.97,3.4,3.48,3.18,3.19,3.65,3.98,4.01,4.75,3.8
WS10M,2019,60.25,29.75,3.22,4.37,3.82,2.7,3.04,3.04,2.73,2.72,3.02,3.3,3.27,3.99,3.26
WS10M,2019,60.25,30.25,2.98,4.15,3.7,2.7,3.05,2.99,2.66,2.65,2.88,3.11,2.97,3.66,3.12
WS10M,2019,60.25,30.75,3.11,4.43,4.08,3.04,3.54,3.42,3.05,3.05,3.29,3.5,3.18,3.86,3.46
WS10M,2019,60.25,31.25,3.43,4.96,4.72,3.57,4.28,4.09,3.69,3.66,3.97,4.15,3.62,4.3,4.03
WS10M,2019,60.25,31.75,3.56,5.19,4.89,3.63,4.46,4.28,3.75,3.79,4.12,4.33,3.75,4.47,4.18
WS10M,2019,60.25,32.25,3.5,5.05,4.61,3.37,4.17,3.98,3.39,3.48,3.79,4.07,3.59,4.35,3.94
WS10M,2019,60.25,32.75,3.33,4.72,4.14,2.98,3.67,3.46,2.88,3.0,3.24,3.61,3.33,4.09,3.53
WS10M,2019,60.25,33.25,3.11,4.31,3.64,2.59,3.14,2.91,2.41,2.51,2.7,3.13,3.05,3.76,3.1
WS10M,2019,60.25,33.75,2.91,3.91,3.25,2.28,2.7,2.46,2.09,2.15,2.29,2.75,2.79,3.43,2.75
WS10M,2019,60.25,34.25,2.8,3.74,3.13,2.18,2.6,2.38,2.05,2.12,2.21,2.71,2.69,3.33,2.66
WS10M,2019,60.25,34.75,2.71,3.61,3.03,2.1,2.5,2.3,2.01,2.09,2.14,2.66,2.61,3.24,2.58
WS10M,2019,60.25,35.25,2.65,3.52,2.96,2.04,2.4,2.21,1.96,2.06,2.08,2.61,2.53,3.18,2.51
WS10M,2019,60.75,27.75,3.23,4.3,3.89,2.81,3.11,3.18,2.81,3.06,3.36,3.38,3.51,3.97,3.38
WS10M,2019,60.75,28.25,3.41,4.61,4.12,3.0,3.39,3.42,3.06,3.28,3.58,3.62,3.7,4.19,3.61
WS10M,2019,60.75,28.75,3.44,4.77,4.14,3.02,3.45,3.46,3.07,3.24,3.5,3.58,3.59,4.17,3.61
WS10M,2019,60.75,29.25,3.24,4.55,3.9,2.83,3.24,3.18,2.79,2.91,3.11,3.27,3.21,3.88,3.33
WS10M,2019,60.75,29.75,3.02,4.32,3.77,2.8,3.22,3.09,2.69,2.79,2.92,3.1,2.9,3.59,3.18
WS10M,2019,60.75,30.25,3.12,4.57,4.15,3.18,3.77,3.57,3.13,3.22,3.36,3.5,3.09,3.77,3.53
WS10M,2019,60.75,30.75,3.56,5.32,5.0,3.86,4.8,4.57,4.03,4.13,4.35,4.45,3.77,4.46,4.35
WS10M,2019,60.75,31.25,4.05,6.16,5.88,4.48,5.77,5.56,4.86,5.0,5.34,5.45,4.53,5.29,5.19
WS10M,2019,60.75,31.75,4.29,6.58,6.28,4.68,6.19,6.01,5.12,5.36,5.75,5.93,4.86,5.72,5.56
WS10M,2019,60.75,32.25,4.05,6.14,5.74,4.22,5.58,5.42,4.5,4.76,5.09,5.38,4.48,5.34,5.05
WS10M,2019,60.75,32.75,3.62,5.37,4.81,3.5,4.54,4.38,3.57,3.79,4.02,4.41,3.84,4.63,4.2
WS10M,2019,60.75,33.25,3.21,4.59,3.92,2.82,3.54,3.35,2.73,2.88,3.01,3.46,3.23,3.94,3.38
WS10M,2019,60.75,33.75,2.91,4.02,3.32,2.36,2.85,2.62,2.21,2.27,2.35,2.84,2.79,3.45,2.83
WS10M,2019,60.75,34.25,2.88,3.93,3.29,2.35,2.84,2.65,2.28,2.34,2.39,2.89,2.77,3.43,2.83
WS10M,2019,60.75,34.75,2.84,3.84,3.28,2.37,2.84,2.65,2.34,2.4,2.44,2.92,2.73,3.41,2.83
WS10M,2019,60.75,35.25,2.82,3.8,3.29,2.39,2.86,2.66,2.41,2.47,2.49,2.97,2.73,3.42,2.85
WS10M,2020,58.75,27.75,5.07,5.43,4.36,4.47,3.7,3.05,3.56,2.97,4.27,3.63,4.49,3.9,4.07
WS10M,2020,58.75,28.25,4.08,4.4,3.46,3.47,2.86,2.39,2.71,2.28,3.29,2.83,3.54,3.15,3.2
WS10M,2020,58.75,28.75,3.52,3.77,2.88,2.8,2.3,1.95,2.14,1.8,2.62,2.28,2.92,2.71,2.64
WS10M,2020,58.75,29.25,3.32,3.54,2.69,2.62,2.17,1.84,1.99,1.68,2.44,2.12,2.74,2.56,2.47
WS10M,2020,58.75,29.75,3.23,3.45,2.64,2.57,2.14,1.81,1.96,1.66,2.39,2.08,2.69,2.51,2.42
WS10M,2020,58.75,30.25,3.21,3.45,2.67,2.61,2.19,1.86,2.01,1.73,2.44,2.12,2.72,2.51,2.46
WS10M,2020,58.75,30.75,3.21,3.48,2.73,2.68,2.27,1.92,2.08,1.81,2.5,2.18,2.76,2.52,2.51
WS10M,2020,58.75,31.25,3.18,3.48,2.72,2.64,2.24,1.89,2.04,1.79,2.44,2.15,2.73,2.51,2.48
WS10M,2020,58.75,31.75,3.17,3.45,2.67,2.56,2.16,1.83,1.96,1.72,2.33,2.09,2.67,2.5,2.42
WS10M,2020,58.75,32.25,3.19,3.44,2.65,2.51,2.11,1.8,1.9,1.68,2.28,2.04,2.65,2.51,2.39
WS10M,2020,58.75,32.75,3.24,3.43,2.66,2.49,2.1,1.8,1.87,1.66,2.27,2.01,2.66,2.51,2.39
WS10M,2020,58.75,33.25,3.29,3.44,2.69,2.5,2.1,1.83,1.86,1.67,2.28,2.02,2.69,2.52,2.4
WS10M,2020,58.75,33.75,3.33,3.44,2.72,2.55,2.12,1.88,1.88,1.69,2.3,2.03,2.73,2.5,2.43
WS10M,2020,58.75,34.25,3.32,3.4,2.71,2.55,2.1,1.88,1.89,1.69,2.3,2.03,2.73,2.44,2.42
WS10M,2020,58.75,34.75,3.3,3.37,2.7,2.54,2.09,1.87,1.88,1.68,2.28,2.02,2.72,2.38,2.4
WS10M,2020,58.75,35.25,3.36,3.43,2.75,2.59,2.11,1.91,1.9,1.71,2.34,2.06,2.79,2.4,2.44
WS10M,2020,59.25,27.75,5.54,5.93,4.63,4.4,3.58,3.08,3.62,3.02,4.58,3.89,5.05,4.61,4.32
WS10M,2020,59.25,28.25,4.59,4.93,3.86,3.66,2.99,2.59,2.99,2.52,3.76,3.2,4.17,3.8,3.58
WS10M,2020,59.25,28.75,3.8,4.06,3.16,2.99,2.46,2.14,2.37,2.0,2.95,2.51,3.31,3.07,2.89
WS10M,2020,59.25,29.25,3.45,3.68,2.85,2.72,2.23,1.93,2.07,1.75,2.56,2.19,2.91,2.74,2.59
WS10M,2020,59.25,29.75,3.37,3.6,2.79,2.66,2.18,1.88,2.01,1.7,2.45,2.11,2.82,2.66,2.51
WS10M,2020,59.25,30.25,3.35,3.59,2.79,2.65,2.18,1.87,1.99,1.71,2.43,2.09,2.8,2.63,2.5
WS10M,2020,59.25,30.75,3.3,3.55,2.77,2.62,2.17,1.84,1.96,1.7,2.38,2.07,2.76,2.59,2.47
WS10M,2020,59.25,31.25,3.26,3.54,2.75,2.59,2.14,1.81,1.92,1.68,2.33,2.05,2.73,2.56,2.44
WS10M,2020,59.25,31.75,3.23,3.51,2.7,2.54,2.1,1.78,1.87,1.66,2.27,2.02,2.69,2.56,2.4
